src_ip,dst_ip,protocol,timestamp,length,src_port,dst_port,protocol_type
142.250.192.1,192.168.0.123,6,1722604057.074223,54,443.0,53142.0,TCP
192.168.0.123,142.250.192.1,6,1722604057.074265,54,53142.0,443.0,TCP
192.168.0.123,192.168.0.1,17,1722604057.226738,77,59246.0,53.0,UDP
192.168.0.123,192.168.0.1,17,1722604057.226853,77,62951.0,53.0,UDP
192.168.0.123,52.37.252.164,6,1722604057.227023,169,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604057.227054,100,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604057.227069,504,53044.0,443.0,TCP
192.168.0.1,192.168.0.123,17,1722604057.276676,182,53.0,59246.0,UDP
192.168.0.1,192.168.0.123,17,1722604057.277823,212,53.0,62951.0,UDP
192.168.0.1,239.255.255.250,2,1722604057.416175,46,,,
52.37.252.164,192.168.0.123,6,1722604057.625852,54,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604057.625852,100,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604057.626075,700,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604057.626094,54,53044.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604057.626116,92,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604057.626665,96,53044.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604057.634838,54,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604057.634868,54,53044.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604058.031123,54,443.0,53044.0,TCP
192.168.0.123,192.168.0.1,17,1722604062.211492,95,64520.0,53.0,UDP
192.168.0.123,192.168.0.1,17,1722604062.211629,95,61380.0,53.0,UDP
192.168.0.1,192.168.0.123,17,1722604062.344237,351,53.0,64520.0,UDP
192.168.0.1,192.168.0.123,17,1722604062.345121,152,53.0,61380.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.346084,1292,60662.0,443.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.346142,1292,60662.0,443.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.346266,117,60662.0,443.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.388728,1292,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.462803,1292,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.462803,109,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.462803,982,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.462803,352,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.462898,66,443.0,60662.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.463360,151,60662.0,443.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.463551,1288,60662.0,443.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.463582,112,60662.0,443.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.504872,162,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.505266,71,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.505374,67,443.0,60662.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.505496,73,60662.0,443.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.639784,388,443.0,60662.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.639878,212,443.0,60662.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.640096,77,60662.0,443.0,UDP
192.168.0.123,142.250.76.170,17,1722604062.667383,74,60662.0,443.0,UDP
142.250.76.170,192.168.0.123,17,1722604062.705011,66,443.0,60662.0,UDP
192.168.0.123,192.168.0.255,17,1722604063.179256,86,57621.0,57621.0,UDP
192.168.0.123,20.198.119.143,6,1722604063.317520,55,49410.0,443.0,TCP
20.198.119.143,192.168.0.123,6,1722604063.362492,66,443.0,49410.0,TCP
192.168.1.1,239.255.255.250,17,1722604072.531194,307,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.531953,316,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.533221,379,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.533221,316,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.534268,355,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.535178,387,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.536010,316,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.537386,375,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604072.537386,369,1900.0,1900.0,UDP
192.168.0.123,35.186.224.24,6,1722604077.433487,55,52625.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604077.480273,66,443.0,52625.0,TCP
192.168.0.123,35.186.224.40,6,1722604079.037745,82,52427.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604079.086955,54,443.0,52427.0,TCP
35.186.224.40,192.168.0.123,6,1722604079.196234,78,443.0,52427.0,TCP
192.168.0.123,35.186.224.40,6,1722604079.240033,54,52427.0,443.0,TCP
192.168.0.123,35.186.224.40,6,1722604084.237180,97,52635.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604084.278700,54,443.0,52635.0,TCP
35.186.224.40,192.168.0.123,6,1722604084.387364,94,443.0,52635.0,TCP
192.168.0.123,35.186.224.40,6,1722604084.439674,54,52635.0,443.0,TCP
192.168.0.123,224.0.0.251,17,1722604086.325721,87,5353.0,5353.0,UDP
192.168.0.123,239.255.255.250,17,1722604086.780998,167,63853.0,1900.0,UDP
192.168.0.123,35.186.224.24,6,1722604086.794530,55,53141.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604086.858729,66,443.0,53141.0,TCP
192.168.0.123,35.186.224.22,6,1722604087.558804,55,53094.0,443.0,TCP
35.186.224.22,192.168.0.123,6,1722604087.622468,66,443.0,53094.0,TCP
192.168.0.123,52.37.252.164,6,1722604087.640717,169,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604087.640784,100,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604087.640805,504,53044.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604087.992452,54,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604087.992452,54,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604087.992452,54,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604087.992452,100,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604088.035797,54,53044.0,443.0,TCP
192.168.0.123,192.168.0.1,17,1722604088.087568,83,60584.0,53.0,UDP
192.168.0.1,192.168.0.123,17,1722604088.155448,238,53.0,60584.0,UDP
192.168.0.123,35.186.224.24,6,1722604089.160907,55,53143.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604089.206086,66,443.0,53143.0,TCP
192.168.0.123,199.232.214.248,6,1722604089.363254,55,53126.0,443.0,TCP
192.168.0.1,239.255.255.250,17,1722604089.397838,422,48219.0,1900.0,UDP
192.168.0.1,239.255.255.250,17,1722604089.397838,494,48219.0,1900.0,UDP
192.168.0.1,239.255.255.250,17,1722604089.397838,490,48219.0,1900.0,UDP
192.168.0.1,239.255.255.250,17,1722604089.398386,470,48219.0,1900.0,UDP
192.168.0.1,239.255.255.250,17,1722604089.401564,502,48219.0,1900.0,UDP
192.168.0.1,239.255.255.250,17,1722604089.401564,484,48219.0,1900.0,UDP
192.168.0.1,239.255.255.250,17,1722604089.401564,486,48219.0,1900.0,UDP
192.168.0.1,239.255.255.250,17,1722604089.401564,486,48219.0,1900.0,UDP
192.168.0.123,199.232.210.248,6,1722604089.425301,55,53145.0,443.0,TCP
192.168.0.123,199.232.210.248,6,1722604089.425317,55,53144.0,443.0,TCP
199.232.214.248,192.168.0.123,6,1722604089.429363,66,443.0,53126.0,TCP
192.168.0.123,192.168.0.1,17,1722604089.498597,89,60584.0,53.0,UDP
199.232.210.248,192.168.0.123,6,1722604089.519433,66,443.0,53144.0,TCP
199.232.210.248,192.168.0.123,6,1722604089.519602,66,443.0,53145.0,TCP
192.168.0.1,192.168.0.123,17,1722604089.563961,226,53.0,60584.0,UDP
192.168.0.123,20.189.173.8,6,1722604089.564878,66,53155.0,443.0,TCP
192.168.0.123,104.199.240.237,6,1722604089.610846,65,52429.0,4070.0,TCP
104.199.240.237,192.168.0.123,6,1722604089.880116,65,4070.0,52429.0,TCP
20.189.173.8,192.168.0.123,6,1722604089.880116,66,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604089.880206,54,53155.0,443.0,TCP
192.168.0.123,20.189.173.8,6,1722604089.880881,266,53155.0,443.0,TCP
192.168.0.123,104.199.240.237,6,1722604089.921559,54,52429.0,4070.0,TCP
52.37.252.164,192.168.0.123,6,1722604090.147674,698,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604090.147674,92,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604090.147740,54,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604090.148566,96,53044.0,443.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.150513,1514,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.150548,66,53155.0,443.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.150575,1514,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.150585,54,53155.0,443.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.150594,1369,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.154109,212,53155.0,443.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.429033,105,443.0,53155.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.431180,123,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.431196,54,53155.0,443.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.433533,141,53155.0,443.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.433579,1114,53155.0,443.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.433643,92,53155.0,443.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.433702,1494,53155.0,443.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.433702,383,53155.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604090.594480,54,443.0,53044.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.698721,54,443.0,53155.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.698721,54,443.0,53155.0,TCP
20.189.173.8,192.168.0.123,6,1722604090.699389,92,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604090.744950,54,53155.0,443.0,TCP
20.189.173.8,192.168.0.123,6,1722604091.012961,339,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604091.015479,54,53155.0,443.0,TCP
20.189.173.8,192.168.0.123,6,1722604091.287549,54,443.0,53155.0,TCP
20.189.173.8,192.168.0.123,6,1722604091.287549,96,443.0,53155.0,TCP
192.168.0.123,20.189.173.8,6,1722604091.287583,54,53155.0,443.0,TCP
192.168.0.123,20.189.173.8,6,1722604091.287611,54,53155.0,443.0,TCP
192.168.0.123,192.168.0.1,17,1722604093.179336,89,60584.0,53.0,UDP
192.168.0.123,192.168.0.255,17,1722604093.209516,86,57621.0,57621.0,UDP
192.168.0.1,192.168.0.123,17,1722604093.257564,226,53.0,60584.0,UDP
192.168.0.123,35.186.224.22,6,1722604098.851656,55,52569.0,443.0,TCP
35.186.224.22,192.168.0.123,6,1722604098.893972,66,443.0,52569.0,TCP
192.168.1.1,239.255.255.250,17,1722604102.530481,307,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.531258,316,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.532943,379,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.532943,316,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.534119,355,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.535220,387,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.535220,316,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.536368,375,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604102.537375,369,1900.0,1900.0,UDP
192.168.0.123,35.186.224.40,6,1722604110.020071,82,52427.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604110.153555,54,443.0,52427.0,TCP
35.186.224.40,192.168.0.123,6,1722604110.255275,78,443.0,52427.0,TCP
192.168.0.123,35.186.224.40,6,1722604110.306530,54,52427.0,443.0,TCP
192.168.0.123,35.186.224.40,6,1722604114.401284,97,52635.0,443.0,TCP
192.168.0.123,35.186.224.40,6,1722604114.680992,97,52635.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604114.713625,54,443.0,52635.0,TCP
35.186.224.40,192.168.0.123,6,1722604114.766236,94,443.0,52635.0,TCP
35.186.224.40,192.168.0.123,6,1722604114.766236,66,443.0,52635.0,TCP
192.168.0.123,35.186.224.40,6,1722604114.809107,54,52635.0,443.0,TCP
192.168.0.123,192.168.0.1,17,1722604120.162148,77,63308.0,53.0,UDP
192.168.0.123,192.168.0.1,17,1722604120.162283,77,49335.0,53.0,UDP
192.168.0.123,52.37.252.164,6,1722604120.162490,169,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604120.162528,100,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604120.162544,504,53044.0,443.0,TCP
192.168.0.1,192.168.0.123,17,1722604120.225157,182,53.0,63308.0,UDP
192.168.0.1,192.168.0.123,17,1722604120.285957,212,53.0,49335.0,UDP
52.37.252.164,192.168.0.123,6,1722604120.512063,54,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604120.512063,54,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604120.512063,100,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604120.525144,699,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604120.525187,54,53044.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604120.525217,92,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604120.525732,96,53044.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604120.944462,54,443.0,53044.0,TCP
192.168.0.123,35.186.224.24,17,1722604122.199806,1292,61812.0,443.0,UDP
192.168.0.123,35.186.224.24,17,1722604122.199862,1292,61812.0,443.0,UDP
192.168.0.123,35.186.224.24,6,1722604122.200023,137,52625.0,443.0,TCP
192.168.0.123,35.186.224.24,6,1722604122.200058,93,52625.0,443.0,TCP
192.168.0.123,35.186.224.24,6,1722604122.200083,631,52625.0,443.0,TCP
192.168.0.123,35.186.224.24,17,1722604122.323245,1292,61812.0,443.0,UDP
35.186.224.24,192.168.0.123,17,1722604122.323392,1292,443.0,61812.0,UDP
35.186.224.24,192.168.0.123,6,1722604122.323392,54,443.0,52625.0,TCP
35.186.224.24,192.168.0.123,6,1722604122.323392,54,443.0,52625.0,TCP
35.186.224.24,192.168.0.123,6,1722604122.323392,54,443.0,52625.0,TCP
35.186.224.24,192.168.0.123,6,1722604122.323392,93,443.0,52625.0,TCP
192.168.0.123,35.186.224.24,6,1722604122.323500,54,52625.0,443.0,TCP
35.186.224.24,192.168.0.123,17,1722604122.390176,538,443.0,61812.0,UDP
35.186.224.24,192.168.0.123,17,1722604122.390238,1292,443.0,61812.0,UDP
35.186.224.24,192.168.0.123,17,1722604122.390249,1292,443.0,61812.0,UDP
192.168.0.123,35.186.224.24,17,1722604122.390650,83,61812.0,443.0,UDP
192.168.0.123,35.186.224.24,17,1722604122.391091,208,61812.0,443.0,UDP
35.186.224.24,192.168.0.123,17,1722604122.426591,1292,443.0,61812.0,UDP
192.168.0.123,35.186.224.24,17,1722604122.426904,204,61812.0,443.0,UDP
35.186.224.24,192.168.0.123,17,1722604122.517391,67,443.0,61812.0,UDP
35.186.224.24,192.168.0.123,17,1722604122.517391,560,443.0,61812.0,UDP
35.186.224.24,192.168.0.123,17,1722604122.517391,164,443.0,61812.0,UDP
192.168.0.123,35.186.224.24,17,1722604122.517720,77,61812.0,443.0,UDP
192.168.0.123,35.186.224.24,17,1722604122.517785,75,61812.0,443.0,UDP
35.186.224.24,192.168.0.123,6,1722604122.604539,137,443.0,52625.0,TCP
192.168.0.123,35.186.224.24,6,1722604122.605063,93,52625.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604122.734605,54,443.0,52625.0,TCP
192.168.0.123,192.168.0.255,17,1722604123.241274,86,57621.0,57621.0,UDP
192.168.0.123,35.186.224.24,6,1722604131.872682,55,53141.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604131.920990,66,443.0,53141.0,TCP
192.168.1.1,239.255.255.250,17,1722604132.536680,307,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536680,316,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536680,379,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536680,316,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536680,355,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536680,387,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536680,316,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536887,375,1900.0,1900.0,UDP
192.168.1.1,239.255.255.250,17,1722604132.536887,369,1900.0,1900.0,UDP
192.168.0.123,35.186.224.22,6,1722604132.634917,55,53094.0,443.0,TCP
35.186.224.22,192.168.0.123,6,1722604132.679129,66,443.0,53094.0,TCP
192.168.0.123,35.186.224.24,6,1722604134.206811,55,53143.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604134.322672,66,443.0,53143.0,TCP
192.168.0.123,199.232.214.248,6,1722604134.441184,55,53126.0,443.0,TCP
199.232.214.248,192.168.0.123,6,1722604134.520326,66,443.0,53126.0,TCP
192.168.0.123,199.232.210.248,6,1722604134.534873,55,53144.0,443.0,TCP
192.168.0.123,199.232.210.248,6,1722604134.536486,55,53145.0,443.0,TCP
199.232.210.248,192.168.0.123,6,1722604134.601302,66,443.0,53144.0,TCP
199.232.210.248,192.168.0.123,6,1722604134.602429,66,443.0,53145.0,TCP
192.168.0.123,35.186.224.40,6,1722604141.013221,82,52427.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604141.076963,54,443.0,52427.0,TCP
35.186.224.40,192.168.0.123,6,1722604141.193839,78,443.0,52427.0,TCP
192.168.0.123,35.186.224.40,6,1722604141.249129,54,52427.0,443.0,TCP
20.198.119.143,192.168.0.123,6,1722604142.938012,433,443.0,49410.0,TCP
192.168.0.123,20.198.119.143,6,1722604142.945908,188,49410.0,443.0,TCP
192.168.0.123,157.240.237.60,6,1722604142.998065,54,53123.0,443.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.001080,66,53156.0,5222.0,TCP
20.198.119.143,192.168.0.123,6,1722604143.045256,54,443.0,49410.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.064576,66,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.064636,54,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.065102,333,53156.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.104968,54,5222.0,53156.0,TCP
192.168.0.123,157.240.237.60,6,1722604143.305243,54,53123.0,443.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.314042,111,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.314042,150,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.314086,54,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.339075,107,53156.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.432190,54,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.440338,100,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.440392,107,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.440402,54,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.440818,90,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.440885,101,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.440955,94,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.441015,89,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.441805,200,53156.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.496461,54,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.496461,103,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.496461,60,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.496461,1446,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.496550,66,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.496583,66,53156.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.496676,153,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.496676,92,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.496720,54,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.496748,54,53156.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.534372,54,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.534401,54,53156.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.576036,116,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.594344,99,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.651706,100,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.653599,268,53156.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.679638,198,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.686313,160,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.686313,536,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.686345,54,53156.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.693358,54,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.707017,100,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.707606,110,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.707716,100,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.710122,126,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.711374,125,53156.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.733170,103,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.733170,96,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.733206,54,53156.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.747380,54,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.772237,54,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.791658,156,53156.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.839334,94,53156.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.877578,54,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.891201,54,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.895841,249,5222.0,53156.0,TCP
192.168.0.123,35.186.224.22,6,1722604143.897063,55,52569.0,443.0,TCP
192.168.0.123,157.240.242.61,6,1722604143.900357,107,53156.0,5222.0,TCP
192.168.0.123,157.240.237.60,6,1722604143.912853,54,53123.0,443.0,TCP
35.186.224.22,192.168.0.123,6,1722604143.941281,66,443.0,52569.0,TCP
157.240.242.61,192.168.0.123,6,1722604143.968462,153,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604144.008694,54,53156.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604144.046639,95,5222.0,53156.0,TCP
157.240.242.61,192.168.0.123,6,1722604144.086972,813,5222.0,53156.0,TCP
192.168.0.123,157.240.242.61,6,1722604144.087011,54,53156.0,5222.0,TCP
192.168.0.123,157.240.237.60,6,1722604144.089071,66,53157.0,443.0,TCP
192.168.0.123,163.70.143.60,6,1722604144.091065,66,53158.0,443.0,TCP
192.168.0.123,157.240.242.60,6,1722604144.091071,66,53159.0,443.0,TCP
192.168.0.123,163.70.143.60,6,1722604144.091071,66,53160.0,443.0,TCP
192.168.0.123,157.240.242.60,6,1722604144.091112,66,53161.0,443.0,TCP
157.240.237.60,192.168.0.123,6,1722604144.124008,66,443.0,53157.0,TCP
192.168.0.123,157.240.237.60,6,1722604144.124071,54,53157.0,443.0,TCP
192.168.0.123,157.240.237.60,6,1722604144.124891,536,53157.0,443.0,TCP
157.240.242.60,192.168.0.123,6,1722604144.131770,66,443.0,53159.0,TCP
192.168.0.123,157.240.242.60,6,1722604144.131828,54,53159.0,443.0,TCP
192.168.0.123,157.240.242.60,6,1722604144.132760,536,53159.0,443.0,TCP
163.70.143.60,192.168.0.123,6,1722604144.133768,66,443.0,53160.0,TCP
192.168.0.123,163.70.143.60,6,1722604144.133807,54,53160.0,443.0,TCP
192.168.0.123,163.70.143.60,6,1722604144.134450,536,53160.0,443.0,TCP
157.240.242.61,192.168.0.123,6,1722604144.154167,97,5222.0,53156.0,TCP
163.70.143.60,192.168.0.123,6,1722604144.154440,66,443.0,53158.0,TCP
192.168.0.123,163.70.143.60,6,1722604144.154519,54,53158.0,443.0,TCP
157.240.242.60,192.168.0.123,6,1722604144.154560,66,443.0,53161.0,TCP
192.168.0.123,157.240.242.60,6,1722604144.154593,54,53161.0,443.0,TCP
192.168.0.123,157.240.242.60,6,1722604144.155413,523,53161.0,443.0,TCP
192.168.0.123,163.70.143.60,6,1722604144.155561,357,53158.0,443.0,TCP
157.240.237.60,192.168.0.123,6,1722604144.159729,54,443.0,53157.0,TCP
157.240.237.60,192.168.0.123,6,1722604144.159729,266,443.0,53157.0,TCP
192.168.0.123,157.240.237.60,6,1722604144.159770,54,53157.0,443.0,TCP
192.168.0.123,157.240.237.60,6,1722604144.160677,118,53157.0,443.0,TCP
192.168.0.123,157.240.237.60,6,1722604144.160933,134,53157.0,443.0,TCP
192.168.0.123,157.240.237.60,6,1722604144.161493,251,53157.0,443.0,TCP
157.240.242.60,192.168.0.123,6,1722604144.173695,54,443.0,53159.0,TCP
157.240.242.60,192.168.0.123,6,1722604144.175282,266,443.0,53159.0,TCP
192.168.0.123,157.240.242.60,6,1722604144.175324,54,53159.0,443.0,TCP
192.168.0.123,157.240.242.60,6,1722604144.176201,118,53159.0,443.0,TCP
163.70.143.60,192.168.0.123,6,1722604144.176306,54,443.0,53160.0,TCP
192.168.0.123,157.240.242.60,6,1722604144.176424,134,53159.0,443.0,TCP
192.168.0.123,157.240.242.60,6,1722604144.176824,251,53159.0,443.0,TCP
163.70.143.60,192.168.0.123,6,1722604144.177069,266,443.0,53160.0,TCP
192.168.0.123,163.70.143.60,6,1722604144.177096,54,53160.0,443.0,TCP
192.168.0.123,163.70.143.60,6,1722604144.177848,118,53160.0,443.0,TCP
192.168.0.123,163.70.143.60,6,1722604144.178057,134,53160.0,443.0,TCP
192.168.0.123,163.70.143.60,6,1722604144.178534,251,53160.0,443.0,TCP
192.168.0.123,157.240.242.61,6,1722604144.200764,54,53156.0,5222.0,TCP
157.240.237.60,192.168.0.123,6,1722604144.206583,54,443.0,53157.0,TCP
